record_type	source_path	source_location	source_url	source_date	acquired_on	verified_on	verification_status	evidence_basis	evidence_excerpt	notes	organisation_name	organisation_domain	segment	subtype	priority	campus	distance_km	radius_tier	geocode_precision	latitude	longitude	locality	address	website	public_email	public_phone	size_evidence	headcount	education_angle	founded	licence_class	osm_id	desk_tier	desk_score	transport_band	contact_name	role	role_certainty	contact_route	shared_email	published_role_email	named_email	organisation_phone	role_phone	profile_url	channel_attribution	enquiry_author	enquiry_type	enquiry_date	date_qualification	request	platform	contact_attribution	current_relevance	campus_fit	enquiry_phone	enquiry_email	relevance_reason	proposed_offer	cta_type	hook	hook_source_url	hook_verified_on	acquisition_track_id	value_module_ids	review_status	missing_information	lead_track	record_key	welfare_fit	care_model	pdpa_risk	pdpa_risk_reason	proposed_welfare_track	track_reason	priority_score	factors_known	children_served_published	children_served_as_of	age_range_published	gender_served	schooling_arrangement_published	runs_own_school	funding_model_published	registration_published	nis_reg_no	nis_reg_date	nis_profile_url	licence_status	operator_or_umbrella	religious_affiliation_published	services	known_funders_or_partners	foreign_charity_registrations	social_media	all_emails	all_phones	volunteer_programme	volunteer_fee_published	safeguarding_policy_url	staff_count_published	latest_activity_date	red_flags	catchment_note	master_organisation_id	nearest_primary_campus	distance_to_primary_km	all_sources_json	email_type	phone_type	author_type_stated	locality_text
contact		Contact Us – Amanikids	https://www.amanikids.org/contact-us		2026-09-22	2026-09-22	verified	official	Amani Centre: PO Box 6515 Moshi; +(255) 752 220 637; info@amanikids.org; Friends of Amani in USA, UK, Netherlands, Germany, Canada.	Name taken only from the email address; role title not stated. | Funder route. Postal address not recorded. | Decision-maker	Amani Centre for Street Children	amanikids.org										Moshi														Meghan	Friends of Amani USA contact	unknown	email			meghan@amanikids.org			https://www.amanikids.org/team	Published by Amanikids on its Contact Us page as the Friends of Amani USA email.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_meghan			medium	First-name work email at the organisation's domain.																							"[""meghan@amanikids.org""]"												"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us – Amanikids"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""friends organisations""], ""evidence_excerpt"": ""Amani Centre: PO Box 6515 Moshi; +(255) 752 220 637; info@amanikids.org; Friends of Amani in USA, UK, Netherlands, Germany, Canada.""}, {""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}, {""url"": ""https://www.amanikids.org/team"", ""title"": """", ""source_date"": """", ""accessed_on"": ""2026-09-23"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role"", ""email""], ""evidence_excerpt"": ""Meghan Wood / Director of Development USA""}]"	named	unknown		
contact		Sponsor a Child – WEHAF	https://www.wehaf.org/about-5-1		2026-09-22	2026-09-22	unverified	official	Private school (ages 3–10, English and Swahili) €58/month or public school €15/month; covers fees, food, transport, uniform, stationery.	Prefer the generic info.wehaf@gmail.com route.	Widows Encouragement & HIV/AIDS Foundation (WEHAF)	wehaf.org										Mtaa wa Jaluo, Arusha														Ester	unstated (email on Sponsor a Child page)	unknown	email			ester.wehaf@gmail.com				Published by WEHAF on its Sponsor a Child page.																				research_only		welfare_customer	WCON_widows_encouragement_and_hiv_aids_foundation_ester			risky	First-name email of an individual on a personal (gmail) domain.																							"[""ester.wehaf@gmail.com""]"												"[{""url"": ""https://www.wehaf.org/about-5-1"", ""title"": ""Sponsor a Child – WEHAF"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""sponsorship options"", ""costs"", ""coverage"", ""contacts""], ""evidence_excerpt"": ""Private school (ages 3–10, English and Swahili) €58/month or public school €15/month; covers fees, food, transport, uniform, stationery.""}]"	personal_domain			
contact		Contact – Inuka	https://www.inukacommunity.org/contact		2026-09-22	2026-09-22	verified	official	Inuka: hello@inukacommunity.org, (+61) 0485 697 642; CHETI NGO: chetingo@gmail.com, +255 764 263 603, Arusha.		Inuka											Sydney (charity); Arusha (programme via CHETI NGO)															General enquiries (Sydney)	confirmed	email		hello@inukacommunity.org			+61485697642		Published by Inuka on its Contact page.																				research_only		welfare_customer	WCON_inuka_general_enquiries			medium	Role mailbox at own domain plus a mobile published as the charity's contact line.																							"[""hello@inukacommunity.org""]"	"[""+61485697642""]"											"[{""url"": ""https://www.inukacommunity.org/contact"", ""title"": ""Contact – Inuka"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""emails"", ""phones""], ""evidence_excerpt"": ""Inuka: hello@inukacommunity.org, (+61) 0485 697 642; CHETI NGO: chetingo@gmail.com, +255 764 263 603, Arusha.""}]"	role	mobile		
contact		Student Sponsorship – Inuka	https://www.inukacommunity.org/student-sponsorship		2026-09-22	2026-09-22	verified	official	Pre-unit $250, primary $475, secondary $1,150 a year; covers tuition, meals, bus transport, secondary boarding, pastoral care; 3-year minimum.		Inuka											Sydney (charity); Arusha (programme via CHETI NGO)														Meg	Student Sponsorship Program Officer	confirmed	email			meg@inukacommunity.org				Published by Inuka on its Student Sponsorship page.																				research_only		welfare_customer	WCON_inuka_meg			medium	Named individual (first name) in a professional role with a work email at the organisation's domain.																							"[""meg@inukacommunity.org""]"												"[{""url"": ""https://www.inukacommunity.org/student-sponsorship"", ""title"": ""Student Sponsorship – Inuka"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""costs"", ""coverage"", ""contact""], ""evidence_excerpt"": ""Pre-unit $250, primary $475, secondary $1,150 a year; covers tuition, meals, bus transport, secondary boarding, pastoral care; 3-year minimum.""}]"	named			
contact		Contact – Inuka	https://www.inukacommunity.org/contact		2026-09-22	2026-09-22	needs_review	official	Inuka: hello@inukacommunity.org, (+61) 0485 697 642; CHETI NGO: chetingo@gmail.com, +255 764 263 603, Arusha.		CHETI NGO											Arusha															Arusha office	confirmed	email			chetingo@gmail.com		+255764263603		Published by partner Inuka on its Contact page as CHETI NGO's contact.																				research_only		welfare_customer	WCON_cheti_arusha_office			medium	Organisational gmail and mobile published (by partner) as contact routes.																							"[""chetingo@gmail.com""]"	"[""+255764263603""]"											"[{""url"": ""https://www.inukacommunity.org/contact"", ""title"": ""Contact – Inuka"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""emails"", ""phones""], ""evidence_excerpt"": ""Inuka: hello@inukacommunity.org, (+61) 0485 697 642; CHETI NGO: chetingo@gmail.com, +255 764 263 603, Arusha.""}]"	personal_domain	mobile		
contact		Arusha Children's Effort (home)	https://www.arushachildrenseffort.com/		2026-09-22	2026-09-22	verified	official	NZ-registered charity CC45344, established 2010; limit of 100 students; Arusha liaison officer works with schools and students.	Only published email route; the charity's NZ street address appears residential and is not recorded.	Arusha Children's Effort	arushachildrenseffort.com										Arusha (programme); Porirua, Wellington region, New Zealand (charity)														Vinnie Duncan	Charity Officer / Director	confirmed	email			vd@vinnie.co.nz				Published by Arusha Children's Effort on its homepage as the contact email.																				research_only		welfare_customer	WCON_arusha_children_effort_vinnie_duncan			risky	Named individual's email on a personal (non-organisational) domain.																							"[""vd@vinnie.co.nz""]"												"[{""url"": ""https://www.arushachildrenseffort.com/"", ""title"": ""Arusha Children's Effort (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""registration"", ""founded"", ""cap"", ""roles""], ""evidence_excerpt"": ""NZ-registered charity CC45344, established 2010; limit of 100 students; Arusha liaison officer works with schools and students.""}]"	personal_domain			
contact		Arusha Children's Effort (home)	https://www.arushachildrenseffort.com/		2026-09-22	2026-09-22	needs_review	official	NZ-registered charity CC45344, established 2010; limit of 100 students; Arusha liaison officer works with schools and students.	Arusha-based; the likely operational contact for school placements.	Arusha Children's Effort	arushachildrenseffort.com										Arusha (programme); Porirua, Wellington region, New Zealand (charity)														Blandina Mapunda	Arusha liaison officer (link between ACE, schools and students)	confirmed	website							Role published by Arusha Children's Effort on its homepage; no contact route published.																				research_only		welfare_customer	WCON_arusha_children_effort_blandina_mapunda			medium	Named individual in an organisational role published by the organisation.																																			"[{""url"": ""https://www.arushachildrenseffort.com/"", ""title"": ""Arusha Children's Effort (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""registration"", ""founded"", ""cap"", ""roles""], ""evidence_excerpt"": ""NZ-registered charity CC45344, established 2010; limit of 100 students; Arusha liaison officer works with schools and students.""}]"				
contact		Mesha's Village (home)	https://www.meshasvillage.com/		2026-09-22	2026-09-22	verified	official	Nonprofit founded 2017 sponsoring orphaned and underprivileged Tanzanian children at private school; 62 enrolled at Haradali School, Arusha.		Mesha's Village	meshasvillage.com										Texas, USA (programme in Arusha and Usa River)															General enquiries	confirmed	email			meshasvillage@gmail.com		+15126706300		Published by Mesha's Village on its website.																				research_only		welfare_customer	WCON_meshas_village_general_enquiries			medium	Organisational gmail and a US phone of unknown type published as contacts.																							"[""meshasvillage@gmail.com""]"	"[""+15126706300""]"											"[{""url"": ""https://www.meshasvillage.com/"", ""title"": ""Mesha's Village (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""mission"", ""founded"", ""children"", ""school used"", ""contacts""], ""evidence_excerpt"": ""Nonprofit founded 2017 sponsoring orphaned and underprivileged Tanzanian children at private school; 62 enrolled at Haradali School, Arusha.""}, {""url"": ""https://www.meshasvillage.com/about"", ""title"": ""Newsletters – Mesha's Village"", ""source_date"": ""2026-03"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""latest activity""], ""evidence_excerpt"": ""Newsletter Issue 45 dated March 2026; archive from April 2019.""}]"	personal_domain	unknown		
contact		Tanzania School Foundation (home)	https://www.tanzaniaschoolfoundation.org/		2026-09-22	2026-09-22	verified	official	Programmes: school meals, Sponsor a Child, artisan support, Father Christmas Academy in Mlangarini, 30 km outside Arusha; 2,216 children served.		Tanzania School Foundation, Inc.	tanzaniaschoolfoundation.org										Mlangarini village, about 30 km outside Arusha (programme); 2013 article names Olosiva village															US office	confirmed	phone				+17814362007			Published by Tanzania School Foundation on its website (2 Canton Street, Suite 222, Stoughton MA); email via site.																				research_only		welfare_customer	WCON_school_foundation_us_office			low	Organisation office phone.																								"[""+17814362007""]"											"[{""url"": ""https://www.tanzaniaschoolfoundation.org/"", ""title"": ""Tanzania School Foundation (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""programmes"", ""location"", ""children"", ""contact"", ""latest activity""], ""evidence_excerpt"": ""Programmes: school meals, Sponsor a Child, artisan support, Father Christmas Academy in Mlangarini, 30 km outside Arusha; 2,216 children served.""}, {""url"": ""https://www.tanzaniaschoolfoundation.org/sponsor-a-child/"", ""title"": ""Sponsor a Child – Tanzania School Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""cost"", ""sponsorship model""], ""evidence_excerpt"": ""Sponsorship $130 a month per child, pooled; uniforms and supplies about $100 each a year.""}]"		office		
contact		Sponsorship – Passion Projects International	https://www.passionprojectsintl.com/sponsorship		2026-09-22	2026-09-22	needs_review	official	Sponsorship pays Maua English Medium School, Usa River (nursery and Std 1–7, day or boarding) plus 5–10% for transfer and coordination costs.		Passion Projects International Inc.	passionprojectsintl.com																									General and sponsorship enquiries	confirmed	email		contact@passionprojectintl.com					Published by Passion Projects International on its Sponsorship page.																				research_only		welfare_customer	WCON_passion_projects_international_general_and_sponsorship_e			low	Generic role mailbox at the organisation's domain.																							"[""contact@passionprojectintl.com""]"												"[{""url"": ""https://www.passionprojectsintl.com/sponsorship"", ""title"": ""Sponsorship – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""school used"", ""fees"", ""coverage"", ""contact""], ""evidence_excerpt"": ""Sponsorship pays Maua English Medium School, Usa River (nursery and Std 1–7, day or boarding) plus 5–10% for transfer and coordination costs.""}]"	role			
contact		Afroplan Foundation – Passion Projects International	https://www.passionprojectsintl.com/afroplan-foundation		2026-09-22	2026-09-22	needs_review	official	Usa River NGO founded 2012; day centre plus sponsorship for Maua English Medium School; over 60 students; overseen by Passion Projects International.		Afroplan Foundation	afroplanfoundation.com										Usa River														Corey Reid	Passion Ambassador for the Afroplan Project (Passion Projects International)	confirmed	email			coreyreid@afroplanfoundation.com				Published by Passion Projects International on its Afroplan page as the project email.																				research_only		welfare_customer	WCON_afroplan_foundation_corey_reid			medium	Named individual with a named email at the project's domain.																							"[""coreyreid@afroplanfoundation.com""]"												"[{""url"": ""https://www.passionprojectsintl.com/afroplan-foundation"", ""title"": ""Afroplan Foundation – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""founded"", ""programmes"", ""children"", ""operator"", ""email""], ""evidence_excerpt"": ""Usa River NGO founded 2012; day centre plus sponsorship for Maua English Medium School; over 60 students; overseen by Passion Projects International.""}]"	named			
contact		Sponsor – Tanzanian Children's Fund	https://tanzanianchildrensfund.org/sponsor		2026-09-22	2026-09-22	verified	official	Operates Rift Valley Children's Village; EIN 74-3087284; sponsorships $300–$3,500 a year; secondary $2,500; sponsor@ and info@ emails.		Tanzanian Children's Fund	tanzanianchildrensfund.org																									General and sponsorship enquiries	confirmed	email		info@tanzanianchildrensfund.org		+16179133763			Published by Tanzanian Children's Fund on its Sponsor page.																				research_only		welfare_customer	WCON_tanzanian_children_fund_general_and_sponsorship_enquirie			low	Role mailboxes at own domain and office phone.																							"[""info@tanzanianchildrensfund.org"", ""sponsor@tanzanianchildrensfund.org""]"	"[""+16179133763""]"											"[{""url"": ""https://tanzanianchildrensfund.org/sponsor"", ""title"": ""Sponsor – Tanzanian Children's Fund"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""EIN"", ""contacts"", ""sponsorship tiers""], ""evidence_excerpt"": ""Operates Rift Valley Children's Village; EIN 74-3087284; sponsorships $300–$3,500 a year; secondary $2,500; sponsor@ and info@ emails.""}]"	role	office		
